AÑOREG;DEPOCU;DEPREG;DIAOCU;EDADHOM;EDADMUJ;MESOCU;MESREG;MUPOCU;MUPREG;NACHOM;NACMUJ
2012;1;1;7;999;999;6;8;101;101;320;320
2012;1;1;8;999;999;6;8;101;101;320;320
2012;1;1;16;999;999;7;8;101;101;320;320
2012;1;1;16;999;24;7;8;101;101;320;320
2012;1;1;19;999;999;6;8;101;101;320;320
2012;1;1;20;999;999;1;8;101;101;320;320
2012;1;1;20;999;999;2;8;101;101;320;320
2012;1;1;20;999;999;7;8;101;101;320;320
2012;1;1;21;999;999;3;8;101;101;320;320
2012;1;1;22;999;999;6;8;101;101;320;320
2012;1;1;23;999;999;7;8;101;101;320;320
2012;1;1;24;999;999;5;8;101;101;320;320
2012;1;1;25;999;999;6;8;101;101;320;340
2012;1;1;26;999;999;4;8;101;101;320;320
2012;1;1;27;999;999;1;8;101;101;320;320
2012;1;1;27;999;999;5;8;101;101;320;320
2012;1;1;27;999;999;6;8;101;101;320;320
2012;1;1;28;999;999;2;8;101;101;320;320
2012;1;1;28;999;999;6;8;101;101;320;320
2012;1;1;29;999;999;3;8;101;101;320;320
2012;1;1;29;999;999;5;8;101;101;320;320
2012;1;1;1;999;999;6;9;101;101;320;320
2012;1;1;1;999;52;6;9;101;101;320;320
2012;1;1;2;999;999;7;9;101;101;320;320
2012;1;1;3;999;999;4;9;101;101;320;320
2012;1;1;3;999;999;8;9;101;101;320;320
2012;1;1;4;999;999;7;9;101;101;320;320
2012;1;1;6;999;999;6;9;101;101;320;320
2012;1;1;6;999;999;8;9;101;101;320;320
2012;1;1;6;999;999;8;9;101;101;320;320
2012;1;1;7;999;999;8;9;101;101;320;320
2012;1;1;10;999;999;2;9;101;101;320;320
2012;1;1;10;999;999;7;9;101;101;320;320
2012;1;1;12;999;999;7;9;101;101;320;320
2012;1;1;13;999;999;7;9;101;101;320;720
2012;1;1;14;999;999;6;9;101;101;320;320
2012;1;1;16;999;999;8;9;101;101;320;222
2012;1;1;17;999;999;5;9;101;101;320;320
2012;1;1;18;999;999;7;9;101;101;320;320
2012;1;1;20;999;999;4;9;101;101;320;320
2012;1;1;23;999;999;6;9;101;101;320;320
2012;1;1;23;999;999;7;9;101;101;320;320
2012;1;1;26;999;999;7;9;101;101;320;320
2012;1;1;26;999;999;7;9;101;101;320;720
2012;1;1;30;999;999;4;9;101;101;320;320
2012;1;1;30;999;999;5;9;101;101;320;320
2012;1;1;31;999;999;7;9;101;101;320;320
2012;1;1;3;999;999;7;10;101;101;320;320
2012;1;1;3;999;999;9;10;101;101;320;320
2012;1;1;4;999;999;7;10;101;101;320;320
2012;1;1;6;999;999;8;10;101;101;320;320
2012;1;1;8;999;999;5;10;101;101;320;320
2012;1;1;9;999;999;1;10;101;101;320;320
2012;1;1;14;999;999;6;10;101;101;320;320
2012;1;1;17;999;999;7;10;101;101;320;320
2012;1;1;18;999;999;4;10;101;101;320;320
2012;1;1;19;999;999;4;10;101;101;320;320
2012;1;1;19;999;999;9;10;101;101;320;320
2012;1;1;20;999;999;2;10;101;101;320;320
2012;1;1;21;999;999;9;10;101;101;320;320
2012;1;1;22;999;999;8;10;101;101;320;320
2012;1;1;23;999;999;8;10;101;101;320;320
2012;1;1;24;999;999;8;10;101;101;320;320
2012;1;1;25;999;999;7;10;101;101;320;320
2012;1;1;28;999;999;5;10;101;101;320;9999
2012;1;1;30;999;999;8;10;101;101;320;320
2012;1;1;30;999;999;8;10;101;101;320;320
2012;1;1;31;999;999;1;10;101;101;320;320
2012;1;1;2;999;999;2;11;101;101;320;320
2012;1;1;2;999;999;8;11;101;101;320;320
2012;1;1;2;999;999;10;11;101;101;320;320
2012;1;1;3;999;999;7;11;101;101;320;320
2012;1;1;3;999;999;9;11;101;101;320;320
2012;1;1;5;999;999;6;11;101;101;320;320
2012;1;1;8;999;999;8;11;101;101;320;320
2012;1;1;10;999;999;9;11;101;101;320;320
2012;1;1;15;999;999;5;11;101;101;320;320
2012;1;1;15;999;999;6;11;101;101;320;320
2012;1;1;17;999;999;9;11;101;101;320;320
2012;1;1;17;999;999;9;11;101;101;320;320
2012;1;1;20;999;999;9;11;101;101;320;320
2012;1;1;24;999;999;9;11;101;101;320;320
2012;1;1;26;999;999;4;11;101;101;320;320
2012;1;1;27;999;999;8;11;101;101;320;320
2012;1;1;27;999;999;9;11;101;101;320;222
2012;1;1;28;999;999;5;11;101;101;320;320
2012;1;1;30;999;999;7;11;101;101;320;320
2012;1;1;1;999;999;8;12;101;101;320;320
2012;1;1;1;999;999;10;12;101;101;320;320
2012;1;1;3;999;999;8;12;101;101;320;320
2012;1;1;4;999;999;9;12;101;101;320;320
2012;1;1;5;999;999;3;12;101;101;320;320
2012;1;1;5;999;999;9;12;101;101;320;320
2012;1;1;7;999;999;9;12;101;101;320;320
2012;1;1;9;999;999;2;12;101;101;320;320
2012;1;1;15;999;999;10;12;101;101;320;320
2012;1;1;17;999;999;9;12;101;101;320;320
2012;1;1;24;999;999;9;12;101;101;320;320
2012;1;1;26;999;999;1;12;101;101;320;320
2012;1;1;30;999;999;8;12;101;101;320;320
2012;1;1;31;999;999;5;12;101;101;320;320
2012;1;1;31;999;999;10;12;101;101;320;320
2012;1;1;14;999;29;3;4;101;104;320;320
2013;1;1;5;999;999;11;4;101;104;320;320
2012;1;1;23;999;999;1;3;101;108;320;320
2012;1;1;15;999;999;3;4;101;108;320;320
2013;1;1;17;999;999;2;4;101;108;320;320
2012;1;1;30;999;999;4;5;101;108;320;320
2012;1;1;30;999;999;4;6;101;108;320;320
2012;1;1;26;999;999;1;7;101;108;320;320
2012;1;1;25;999;999;7;9;101;108;320;320
2012;1;1;12;999;27;7;8;101;109;320;320
2013;1;1;12;999;999;9;6;101;114;320;320
2013;1;1;26;999;999;10;1;101;115;320;320
2013;1;1;4;999;999;12;3;101;115;320;320
2012;1;1;10;999;999;9;12;101;115;320;320
2013;1;1;18;999;999;2;4;101;116;320;320
2013;1;1;8;999;999;10;3;101;117;320;320
2012;1;2;9;999;999;8;8;101;207;320;320
2012;1;3;10;999;999;8;10;101;308;320;320
2012;1;5;13;999;999;3;5;101;501;320;320
2012;1;5;31;999;999;8;10;101;502;320;320
2012;1;5;13;999;999;6;9;101;505;320;320
2013;1;6;23;999;999;8;6;101;601;320;320
2012;1;9;28;999;999;6;7;101;901;320;320
2013;1;16;1;999;999;3;1;101;1601;320;320
2013;1;16;2;999;999;5;3;101;1601;320;320
2012;1;20;16;999;999;2;4;101;2011;320;320
2012;1;22;8;999;999;8;9;101;2207;320;320
2013;1;22;16;999;999;10;4;101;2212;320;320
2012;1;22;26;999;999;9;10;101;2212;320;320
2012;2;2;14;999;999;8;10;201;201;320;320
2013;2;2;29;999;999;11;1;201;207;320;320
2012;2;2;14;999;999;5;6;201;207;320;320
2012;2;2;2;999;31;8;10;201;207;320;320
2012;3;1;1;999;999;3;4;301;101;320;320
2012;4;4;19;999;999;4;7;401;401;320;320
2012;4;4;7;999;999;11;12;401;401;320;320
2012;5;5;27;999;999;4;6;501;501;320;320
2012;5;5;4;999;999;6;7;501;501;320;320
2012;5;5;7;999;999;5;12;501;511;320;320
2012;6;6;27;999;999;3;5;601;601;320;320
2012;6;6;23;999;999;11;11;601;601;320;320
2013;6;6;30;999;999;11;1;601;602;320;320
2012;6;6;28;999;999;6;8;601;602;320;320
2013;7;7;4;999;999;10;4;701;710;320;320
2012;8;8;2;999;999;2;6;801;801;320;320
2013;8;9;30;999;999;7;2;801;901;320;320
2013;9;1;22;999;999;2;4;901;101;320;320
2013;9;9;3;999;999;9;2;901;901;320;320
2013;9;9;25;999;999;9;3;901;901;320;320
2013;9;9;2;999;999;8;4;901;901;320;320
2013;9;9;8;999;999;10;4;901;901;320;320
2012;9;9;2;999;29;5;7;901;901;320;320
2012;9;9;27;999;999;6;7;901;901;320;320
2012;9;9;17;999;999;7;10;901;901;320;320
2012;9;9;23;999;999;5;10;901;901;320;320
2012;9;9;31;999;999;7;10;901;901;320;320
2012;9;9;22;999;999;10;11;901;901;320;320
2012;9;9;29;999;999;8;11;901;901;320;320
2012;9;9;16;999;999;3;12;901;901;320;320
2013;9;9;21;999;999;8;1;901;909;320;320
2012;9;9;16;999;999;3;8;901;923;320;320
2012;10;1;21;999;999;8;10;1001;101;320;320
2013;10;9;22;999;999;5;1;1001;901;320;320
2012;10;10;23;999;999;2;3;1001;1001;320;320
2013;10;10;20;999;999;12;3;1001;1001;320;320
2012;10;10;19;999;999;4;5;1001;1001;320;320
2012;10;10;6;999;999;7;8;1001;1001;320;320
2012;10;10;23;999;999;10;11;1001;1001;320;320
2013;10;10;12;999;999;6;1;1001;1003;320;320
2012;10;10;20;999;999;7;11;1001;1004;320;320
2012;10;10;26;999;999;1;2;1001;1008;320;320
2012;10;10;22;999;999;3;4;1001;1010;320;320
2013;10;10;25;999;999;10;2;1001;1017;320;320
2012;10;10;8;999;999;5;8;1001;1017;320;320
2012;11;5;27;999;999;7;10;1101;502;320;320
2012;11;11;16;999;999;10;12;1101;1101;320;320
2012;11;11;16;999;999;1;11;1101;1102;320;320
2012;11;11;18;999;999;5;6;1101;1105;320;320
2012;12;12;28;999;999;2;5;1201;1201;320;320
2012;12;12;9;999;999;5;6;1201;1201;320;320
2012;13;13;13;999;999;2;3;1301;1301;320;320
2012;13;13;4;999;999;5;6;1301;1301;320;320
2013;14;1;23;999;999;3;6;1401;101;320;320
2012;14;1;23;999;999;3;5;1401;115;320;320
2013;16;16;17;999;999;9;1;1601;1601;320;320
2013;16;16;21;999;999;11;1;1601;1601;320;320
2013;16;16;10;999;999;12;3;1601;1601;320;320
2012;16;16;16;999;999;3;6;1601;1601;320;320
2012;16;16;10;999;999;4;7;1601;1601;320;320
2012;16;16;10;999;999;5;7;1601;1601;320;320
2012;16;16;20;999;999;3;7;1601;1601;320;320
2012;16;16;20;999;999;6;7;1601;1601;320;320
2012;16;16;21;999;999;5;7;1601;1601;320;320
2012;16;16;6;999;37;8;10;1601;1601;320;320
2012;16;16;3;999;999;7;12;1601;1601;320;320
2012;16;16;23;999;999;11;12;1601;1601;320;320
2013;16;16;21;999;999;12;2;1601;1613;320;320
2013;17;17;14;999;999;12;2;1701;1701;320;320
2012;18;1;20;999;999;4;6;1801;101;320;320
2012;18;1;12;999;999;3;7;1801;101;320;320
2013;18;5;8;999;999;10;1;1801;501;320;320
2012;19;18;27;999;999;7;11;1901;1805;320;320
2013;19;19;2;999;999;4;1;1901;1901;320;320
2013;19;19;29;999;999;11;4;1901;1901;320;320
2012;19;19;29;999;999;2;5;1901;1901;320;320
2012;19;19;2;999;999;4;7;1901;1901;320;320
2012;19;19;10;999;999;5;7;1901;1901;320;320
2012;19;19;21;999;999;6;7;1901;1901;320;320
2012;19;19;3;999;34;12;12;1901;1901;320;320
2013;19;19;6;999;999;11;2;1901;1903;320;320
2012;20;1;26;999;999;4;12;2001;101;320;320
2013;20;1;17;999;999;12;4;2001;115;320;320
2013;21;21;3;999;999;12;1;2101;2101;320;320
2012;21;21;12;999;999;1;2;2101;2101;320;320
2012;21;21;19;999;999;1;3;2101;2101;320;320
2013;21;21;2;999;999;10;3;2101;2101;320;320
2013;21;21;22;999;999;10;3;2101;2101;320;320
2012;21;21;7;999;999;3;4;2101;2101;320;320
2012;21;21;21;999;999;3;5;2101;2101;320;320
2012;21;21;29;999;999;3;7;2101;2101;320;320
2012;21;21;17;999;999;7;8;2101;2101;320;320
2012;21;21;5;999;999;10;10;2101;2101;320;320
2012;22;1;13;999;999;4;5;2201;101;320;320
2012;22;1;25;999;999;5;7;2201;101;320;320
2012;22;1;26;999;999;6;10;2201;101;320;320
2012;5;1;12;999;999;6;7;502;101;320;320
2012;5;5;26;999;999;4;6;502;502;320;320
2012;5;5;10;999;999;4;7;502;502;320;320
2012;5;5;28;999;999;3;7;502;502;320;320
2012;5;5;12;999;999;6;10;502;502;320;320
2012;5;5;17;999;999;9;10;502;502;320;320
2012;5;5;17;999;999;9;12;502;504;320;320
2013;14;14;25;999;999;11;1;1403;1403;320;320
2012;17;1;5;999;999;1;11;1703;108;320;320
2012;17;17;8;999;999;3;7;1703;1701;320;320
2013;20;20;3;999;999;8;1;2004;2004;320;320
2012;17;17;20;999;999;1;3;1705;1705;320;320
2012;2;2;14;999;999;5;8;206;206;320;320
2013;1;1;13;999;999;8;3;108;101;320;320
2012;1;1;27;999;999;3;6;108;101;320;320
2012;1;1;28;999;999;2;8;108;101;320;320
2012;1;1;26;999;999;3;11;108;101;320;320
2012;1;1;20;999;999;8;12;108;101;320;320
2013;1;1;11;999;999;9;1;108;108;320;320
2013;1;1;22;999;999;8;1;108;108;320;320
2013;1;1;27;999;999;9;1;108;108;320;320
2012;1;1;3;999;999;2;6;108;108;320;320
2013;1;1;29;999;999;10;6;108;108;320;320
2012;1;1;4;999;999;6;7;108;108;320;723
2012;1;1;14;999;999;3;10;108;108;320;320
2012;1;1;3;999;999;9;12;108;108;320;320
2013;14;14;19;999;999;9;2;1413;1413;320;320
2013;1;1;1;999;999;6;1;114;101;320;320
2012;1;1;18;999;999;1;2;114;114;320;320
2013;1;1;11;999;999;10;3;114;114;320;320
2013;1;1;12;999;999;11;4;114;114;320;320
2012;1;1;20;999;999;3;6;114;114;320;320
2012;1;1;9;999;999;8;9;114;114;320;320
2012;1;1;15;999;999;8;9;114;114;320;320
2012;1;1;25;999;999;7;10;114;114;320;320
2012;1;1;30;999;999;7;10;114;114;320;320
2012;1;1;4;999;999;10;11;114;114;320;320
2012;1;1;20;999;999;9;11;114;114;320;320
2012;10;10;5;999;999;9;10;1014;1014;320;320
2012;10;10;22;999;999;8;10;1014;1014;320;320
2013;1;1;11;999;999;12;1;115;101;320;320
2013;1;1;31;999;999;10;1;115;101;320;320
2012;1;1;8;999;999;2;3;115;101;320;320
2013;1;1;24;999;999;8;3;115;101;320;320
2012;1;1;6;999;999;3;4;115;101;320;320
2012;1;1;29;999;999;2;4;115;101;320;320
2012;1;1;31;999;999;1;4;115;101;320;320
2012;1;1;22;999;999;6;7;115;101;320;320
2012;1;1;23;999;999;7;9;115;101;320;320
2012;1;1;25;999;999;9;11;115;101;320;320
2012;1;1;29;999;999;10;12;115;101;320;320
2012;1;1;21;999;999;9;11;115;105;320;320
2013;1;1;10;999;999;10;2;115;115;320;720
2012;1;1;30;999;999;1;3;115;115;320;320
2013;1;1;3;999;999;12;3;115;115;320;320
2013;1;1;7;999;999;11;4;115;115;320;320
2012;1;1;13;999;999;4;5;115;115;320;320
2012;1;1;16;999;999;3;5;115;115;320;320
2012;1;1;27;999;999;3;5;115;115;320;320
2012;1;1;29;999;999;3;5;115;115;320;320
2012;1;1;15;999;999;5;6;115;115;320;320
2012;1;1;10;999;999;5;7;115;115;320;320
2012;1;1;27;999;999;2;7;115;115;320;320
2012;1;1;10;999;999;7;8;115;115;320;320
2012;1;1;23;999;999;7;8;115;115;320;320
2012;1;1;20;999;999;8;9;115;115;320;320
2012;1;1;23;999;999;8;9;115;115;320;320
2012;1;1;30;999;999;7;9;115;115;320;320
2012;1;1;2;999;999;8;10;115;115;320;320
2012;1;1;5;999;999;9;10;115;115;320;320
2012;1;1;27;999;999;9;10;115;115;320;320
2012;1;1;31;999;999;8;10;115;115;320;320
2012;1;1;3;999;999;8;11;115;115;320;320
2012;1;1;20;999;999;9;11;115;115;320;320
2012;1;1;9;999;999;11;12;115;115;320;320
2012;1;1;16;999;999;10;12;115;115;320;320
2012;1;1;19;999;999;9;12;115;115;320;320
2012;1;1;26;999;999;9;12;115;115;320;320
2012;1;1;24;999;999;8;10;115;117;320;320
2013;12;12;9;999;34;7;1;1215;1215;320;320
2012;1;1;12;999;999;1;2;116;116;320;320
2012;1;1;24;999;999;1;3;116;116;320;320
2013;4;4;30;999;999;11;1;416;416;320;320
2012;9;9;10;999;999;8;11;920;901;320;320
2013;9;9;14;999;999;11;1;920;920;320;320
2013;9;9;14;999;999;12;1;920;920;320;320
2013;9;9;22;999;999;11;1;920;920;320;320
2013;9;9;5;999;999;11;3;920;920;320;320
2013;9;9;14;999;999;12;3;920;920;320;320
2012;9;9;7;999;999;3;4;920;920;320;320
2013;9;9;9;999;999;11;4;920;920;320;320
2013;9;9;18;999;999;9;4;920;920;320;320
2012;9;9;29;999;999;2;6;920;920;320;320
2012;9;9;14;999;999;6;7;920;920;320;320
2012;9;9;7;999;999;3;8;920;920;320;320
2012;9;9;28;999;999;5;8;920;920;320;320
2012;9;9;25;999;999;9;10;920;920;320;320
2012;9;9;22;999;999;8;11;920;920;320;320
2012;9;9;18;999;999;9;12;920;920;320;320
2012;9;12;28;999;999;6;10;920;1212;320;320
2012;1;1;23;999;999;2;3;101;101;320;320
2012;1;1;21;999;999;6;7;101;101;320;320
2013;1;1;30;999;999;5;2;101;108;320;320
2012;1;1;12;999;999;7;8;101;108;320;320
2012;1;12;31;999;999;8;9;101;1202;320;320
2012;18;18;22;999;23;5;12;1801;1801;320;320
2012;1;1;27;999;999;4;11;114;114;320;320
2013;1;1;21;999;999;12;1;115;101;320;320
2012;1;1;30;999;999;7;11;101;101;720;320
2013;1;1;14;999;999;11;1;101;101;723;320
2012;1;1;3;999;999;8;8;101;101;723;320
2012;1;1;7;38;36;10;12;101;101;840;320
2012;1;1;7;999;999;9;11;101;101;840;320
2012;1;1;27;999;999;1;2;101;101;9999;320
2012;1;1;24;999;999;4;7;108;108;9999;320
2012;1;1;30;999;999;1;3;101;101;320;320
2012;1;1;17;999;999;9;10;101;101;320;320
2013;11;11;8;999;999;10;3;1104;1104;320;320
2013;5;5;17;22;43;8;2;501;501;840;320
2012;19;19;16;19;17;8;9;1901;1901;320;320
2012;22;22;25;32;27;6;7;2201;2201;320;320
2012;1;1;21;34;33;2;10;101;101;320;320
2012;1;1;21;999;999;8;9;101;101;840;320
2012;1;1;2;999;999;8;9;101;101;320;320
2013;1;1;12;999;999;9;1;101;101;320;320
2012;1;1;29;999;999;5;7;101;101;320;320
2012;1;1;21;999;999;2;3;101;101;320;320
2012;3;3;17;33;28;7;9;301;301;840;320
2013;1;1;30;999;999;4;2;101;101;320;320
2012;6;6;27;999;27;2;5;601;608;320;320
2012;6;6;18;999;999;1;2;601;609;320;320
2012;11;11;7;999;999;2;4;1101;1107;320;320
2012;1;1;20;999;999;2;5;108;108;320;320
2012;18;18;3;28;19;8;8;1801;1801;320;320
2012;1;1;6;999;999;2;3;101;101;320;320
2013;7;7;10;999;26;12;2;701;701;320;320
2013;4;4;30;25;22;11;3;401;406;320;320
2012;9;12;29;28;23;2;4;920;1217;320;320
2013;4;4;9;36;38;11;1;401;401;320;320
2013;6;6;11;26;24;12;1;601;601;840;320
2012;1;1;3;25;999;10;12;101;101;320;320
2012;22;22;8;27;23;10;11;2201;2201;320;320
2012;1;1;23;31;23;2;5;101;101;320;320
2012;1;1;27;31;999;8;11;101;101;320;320
2012;8;8;8;31;34;3;11;801;801;320;320
2012;1;1;14;33;28;6;7;101;102;320;320
2012;4;4;20;33;28;7;12;401;411;320;320
2012;21;1;5;36;999;6;10;2101;101;320;320
2013;1;1;3;41;38;9;3;101;102;320;320
2012;1;1;21;48;999;3;4;101;101;320;320
2012;1;1;25;64;59;6;9;101;101;320;320
2013;1;1;21;999;34;9;6;101;101;320;320
2012;1;1;7;999;999;9;12;101;101;320;320
2012;4;4;14;999;28;2;6;401;401;320;320
2012;5;5;16;999;41;3;5;501;501;320;320
2012;6;6;15;999;30;8;12;601;608;320;320
2012;1;1;23;999;33;2;5;101;107;320;320
2012;1;1;19;999;26;1;3;101;108;320;320
2012;16;16;11;999;20;5;10;1601;1609;320;320
2012;9;9;13;32;26;1;3;901;901;320;320
2012;22;22;26;999;33;9;12;2201;2201;320;320
2012;9;9;7;999;999;5;6;901;901;276;320
2012;1;1;8;999;999;2;3;101;101;320;320
2012;1;1;23;999;999;3;4;101;101;320;320
2012;1;1;28;999;999;6;8;101;101;320;320
2012;1;1;18;999;999;7;9;101;101;320;320
2012;1;1;24;999;999;9;10;101;101;320;320
2012;1;1;9;999;999;8;11;101;101;320;320
2013;16;16;23;999;999;3;2;1601;1601;320;320
2012;16;16;3;999;999;4;6;1601;1601;320;320
2012;16;16;22;999;25;10;10;1601;1601;320;320
2012;18;18;11;999;999;7;10;1801;1801;320;320
2013;1;1;25;999;999;9;2;115;115;320;320
2013;1;1;4;999;999;10;1;101;101;604;320
2012;1;1;11;999;999;9;11;101;101;340;320
2012;13;13;4;54;55;1;1;1301;1301;320;320
2012;1;1;24;999;999;8;10;101;108;320;320
2012;1;1;22;999;33;6;9;101;101;32;320
2012;1;1;21;31;34;2;3;101;101;320;170
2012;1;1;16;999;999;3;5;101;101;320;320
2012;13;13;5;999;999;6;7;1301;1303;320;320
2012;15;15;21;999;999;2;5;1507;1507;320;320
2013;1;1;25;46;43;6;2;101;101;320;320
2012;5;5;20;28;38;6;9;502;506;320;320
2012;1;1;10;999;999;2;7;101;101;320;320
2012;6;6;6;999;999;9;10;601;610;320;320
2012;11;10;14;999;999;5;6;1101;1002;320;320
2012;1;1;1;999;999;6;12;101;101;9999;9999
2012;1;1;26;41;39;7;9;101;101;320;320
2012;1;1;25;41;23;6;12;101;101;320;320
2012;1;1;14;21;24;2;4;101;101;320;320
2012;1;1;9;32;30;4;6;101;101;320;320
2012;1;1;10;34;27;10;12;101;101;320;320
2012;1;1;19;999;999;3;7;101;101;320;320
2012;10;10;25;999;999;9;10;1001;1001;320;320
2013;10;10;20;999;999;12;3;1001;1003;320;320
2012;20;20;24;999;999;1;5;2001;2001;320;320
2012;1;1;6;999;999;6;9;101;102;320;320
2012;1;1;22;36;999;6;7;101;101;320;320
2012;18;18;3;999;999;8;10;1801;1801;320;320
2012;17;17;15;38;33;6;7;1703;1703;320;320
2013;3;5;12;52;999;11;1;301;501;320;320
2012;20;20;30;999;999;7;12;2001;2001;320;320
2012;13;13;16;31;999;1;2;1301;1301;320;320
2012;1;6;12;43;43;9;12;101;611;320;320
2012;1;1;14;999;40;5;8;101;108;320;320
2012;9;11;7;999;999;2;4;920;1101;320;320
2012;10;10;27;999;999;9;12;1001;1001;320;320
2012;1;1;7;23;22;5;6;101;117;320;320
2012;19;19;12;999;999;9;12;1901;1904;320;320
2012;20;20;2;999;999;8;11;2001;2001;320;320
2012;20;20;31;999;999;8;11;2001;2001;320;320
2012;1;1;18;999;999;1;3;101;101;320;320
2012;12;12;29;999;999;8;9;1215;1214;320;320
2012;20;20;25;999;999;4;6;2001;2001;320;320
2012;20;20;16;999;999;1;11;2001;2001;320;320
2012;20;20;18;999;999;1;12;2001;2011;320;320
2012;18;18;28;999;999;3;5;1801;1801;320;320
2013;20;20;7;999;999;12;4;2001;2001;320;320
2012;20;20;2;999;999;2;6;2001;2001;320;320
2012;18;18;13;32;999;9;11;1801;1801;320;320
2012;1;1;21;38;32;5;7;101;101;320;320
2012;1;1;9;51;41;1;5;101;101;320;320
2013;1;1;22;32;36;11;3;101;101;320;320
2012;1;1;23;30;28;7;9;101;101;320;320
2012;18;18;30;999;999;6;7;1801;1801;320;320
2012;22;22;23;999;999;10;11;2201;2201;320;320
2013;1;1;10;31;34;10;2;108;101;320;320
2013;18;18;17;999;999;9;1;1801;1801;320;320
2012;19;19;6;999;999;3;4;1901;1901;320;320
2012;22;22;7;999;999;5;7;2201;2214;320;320
2012;17;15;9;31;999;1;5;1712;1507;320;320
2012;16;16;24;32;999;1;4;1601;1616;320;320
2012;22;22;12;27;26;4;5;2201;2205;320;320
2012;18;18;10;33;999;4;8;1801;1801;320;320
2012;18;18;28;999;999;3;5;1801;1801;320;320
2012;1;1;19;999;999;6;8;101;101;320;320
2012;12;12;30;32;27;5;10;1215;1213;320;320
2012;18;18;18;51;999;5;7;1801;1801;320;320
2012;18;18;17;29;999;8;9;1801;1802;320;840
2012;1;1;2;29;999;8;8;114;114;320;320
2012;1;1;23;50;999;3;7;114;114;320;320
2012;1;1;19;999;999;6;8;101;114;320;320
2012;10;5;17;40;999;4;8;1001;506;320;320
2012;6;6;11;34;37;6;9;601;608;320;320
2012;1;1;12;28;999;4;8;116;116;320;320
2013;1;1;18;999;999;7;2;101;101;320;320
2013;1;5;11;50;35;9;4;101;507;320;320
2012;18;18;9;55;48;3;4;1801;1801;320;320
2012;18;18;22;999;999;3;5;1801;1801;320;320
2012;11;11;9;999;999;5;6;1102;1102;320;320
2012;1;1;7;999;36;3;5;103;103;320;320
2012;1;1;25;29;24;10;12;101;101;320;320
2013;18;18;13;23;21;8;3;1801;1801;320;320
2012;18;18;13;23;21;8;12;1801;1801;320;320
2012;1;1;17;27;28;7;10;101;101;320;320
2012;18;18;7;31;29;9;12;1801;1801;320;320
2013;13;13;30;31;999;10;2;1317;1326;320;320
2012;5;1;15;33;36;8;11;501;102;320;320
2012;10;10;23;35;28;4;5;1001;1015;320;320
2012;14;15;17;38;999;10;11;1401;1503;320;320
2012;12;12;28;48;50;8;9;1213;1213;320;320
2013;7;7;9;33;999;11;1;701;710;320;320
2012;1;1;6;999;999;9;10;101;101;320;320
2012;1;3;9;999;999;3;4;101;316;320;320
2012;18;18;9;999;999;1;2;1801;1801;320;320
2013;20;20;12;999;999;10;3;2001;2001;320;320
2013;20;20;17;999;999;8;3;2001;2001;320;320
2012;20;20;17;999;999;2;7;2001;2001;320;320
2012;20;20;8;999;999;6;8;2001;2001;320;320
2012;22;22;11;999;999;9;10;2201;2201;320;320
2013;5;5;29;35;999;11;4;502;501;320;320
2012;5;5;3;41;999;5;7;502;502;320;320
2012;1;1;16;999;999;8;10;101;101;320;320
2012;12;12;2;66;29;8;8;1217;1217;320;320
2012;22;22;12;40;24;4;5;2201;2217;320;320
2012;15;15;25;44;999;9;10;1501;1503;320;320
2012;15;15;25;44;999;9;12;1501;1503;320;320
2012;14;14;27;51;999;7;8;1401;1401;320;9999
2012;1;1;13;58;53;6;9;101;101;320;320
2012;1;1;26;30;999;6;10;101;101;320;320
2012;18;18;24;40;999;4;5;1801;1804;320;320
2013;12;12;4;40;34;12;4;1215;1215;320;320
2013;9;9;15;43;41;10;2;901;909;320;320
2012;1;18;12;53;999;4;5;101;1801;320;320
2012;1;1;17;37;25;1;6;101;101;320;320
2012;1;1;16;48;43;2;11;116;116;320;320
2012;1;1;26;999;999;9;11;101;116;320;320
2012;1;1;9;999;999;3;7;101;101;320;320
2012;1;1;15;999;999;3;6;101;113;320;320
2012;9;1;6;999;52;3;7;901;101;320;320
2012;16;16;10;999;999;2;4;1601;1601;320;320
2013;20;20;5;999;999;9;1;2001;2001;320;320
2012;20;20;11;999;999;5;10;2001;2001;320;320
2012;20;20;3;999;999;8;12;2001;2001;320;320
2013;22;22;2;999;40;11;1;2201;2205;320;320
2012;1;1;16;999;999;3;5;115;117;320;320
2012;18;18;6;999;30;6;6;1801;1801;604;320
2012;17;17;19;999;999;4;5;1701;1701;723;320
2013;7;7;3;30;999;4;2;701;701;320;320
2012;9;5;12;53;999;4;6;901;501;320;320
2012;13;13;9;26;999;1;5;1312;1306;320;320
2012;22;20;29;37;33;11;12;2201;2011;320;320
2012;1;5;13;44;999;6;10;108;508;320;320
2012;14;14;27;52;35;8;10;1401;1418;320;320
2012;15;15;23;65;999;1;4;1501;1504;320;320
2012;13;13;30;999;999;4;5;1304;1304;320;320
2012;1;5;2;999;999;10;11;101;502;320;320
2012;9;9;9;21;17;7;8;913;913;320;320
2013;13;13;30;21;16;5;1;1317;1317;320;320
2012;13;13;26;24;17;6;8;1301;1303;320;320
2012;20;20;26;28;999;3;8;2001;2007;320;320
2012;10;5;24;31;999;4;6;1001;506;320;320
2012;15;15;15;31;999;4;7;1501;1503;320;320
2012;9;9;11;32;29;6;8;901;916;320;320
2012;1;1;13;33;32;8;11;101;101;320;320
